,0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.09999999999999998
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.55
747,0.0
748,0.18999999999999995
749,0.0
750,0.0
751,0.37
752,0.0
753,0.0
754,0.856
755,0.0
756,0.3879999999999999
757,0.0
758,0.6399999999999999
759,0.838
760,0.766
761,0.0
762,0.0
763,0.532
764,0.0
765,0.6579999999999999
766,0.0
767,0.0
768,0.0
769,0.0
770,0.4959999999999999
771,0.802
772,0.586
773,0.0
774,0.73
775,0.0
776,0.0
777,0.22599999999999998
778,0.856
779,0.0
780,0.3879999999999999
781,0.0
782,0.0
783,0.82
784,0.532
785,0.766
786,0.0
787,0.136
788,0.0
789,0.18999999999999995
790,0.0
791,0.0
792,0.694
793,0.0
794,0.0
795,0.3879999999999999
796,0.0
797,0.586
798,0.0
799,0.874
800,0.20799999999999996
801,0.856
802,0.856
803,0.244
804,0.118
805,0.0
806,0.694
807,0.2799999999999999
808,0.0
809,0.45999999999999996
810,0.0
811,0.748
812,0.0
813,0.82
814,0.0
815,0.42399999999999993
816,0.514
817,0.622
818,0.0
819,0.55
820,0.0
821,0.748
822,0.0
823,0.0
824,0.784
825,0.0
826,0.622
827,0.0
828,0.3879999999999999
829,0.712
830,0.0
831,0.0
832,0.874
833,0.82
834,0.0
835,0.0
836,0.0
837,0.55
838,0.0
839,0.0
840,0.748
841,0.0
842,0.6579999999999999
843,0.09999999999999998
844,0.604
845,0.44199999999999995
846,0.44199999999999995
847,0.0
848,0.0
849,0.18999999999999995
850,0.802
851,0.802
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.514
859,0.0
860,0.44199999999999995
861,0.0
862,0.0
863,0.802
864,0.0
865,0.82
866,0.0
867,0.0
868,0.0
869,0.0
870,0.874
871,0.0
872,0.838
873,0.0
874,0.0
875,0.44199999999999995
876,0.604
877,0.0
878,0.5680000000000001
879,0.31599999999999995
880,0.0
881,0.802
882,0.0
883,0.262
884,0.478
885,0.20799999999999996
886,0.0
887,0.874
888,0.0
889,0.15400000000000003
890,0.802
891,0.0
892,0.5680000000000001
893,0.4959999999999999
894,0.802
895,0.784
896,0.42399999999999993
897,0.33399999999999996
898,0.29799999999999993
899,0.44199999999999995
900,0.0
901,0.784
902,0.6759999999999999
903,0.73
904,0.514
905,0.838
906,0.0
907,0.3879999999999999
908,0.838
909,0.622
910,0.4059999999999999
911,0.0
912,0.0
913,0.766
914,0.33399999999999996
915,0.586
916,0.33399999999999996
917,0.0
918,0.37
919,0.748
920,0.0
921,0.55
922,0.82
923,0.478
924,0.44199999999999995
925,0.0
926,0.802
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.514
933,0.0
934,0.73
935,0.0
936,0.0
937,0.73
938,0.6579999999999999
939,0.0
940,0.712
941,0.0
942,0.0
943,0.874
944,0.766
945,0.136
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.514
953,0.15400000000000003
954,0.874
955,0.0
956,0.0
957,0.0
958,0.0
959,0.73
960,0.0
961,0.838
962,0.802
963,0.0
964,0.622
965,0.44199999999999995
966,0.838
967,0.2799999999999999
968,0.748
969,0.6579999999999999
970,0.244
971,0.44199999999999995
972,0.73
973,0.874
974,0.0
975,0.586
976,0.6759999999999999
977,0.532
978,0.0
979,0.0
980,0.0
981,0.604
982,0.6759999999999999
983,0.0
984,0.33399999999999996
985,0.82
986,0.0
987,0.31599999999999995
988,0.0
989,0.5680000000000001
990,0.0
991,0.33399999999999996
992,0.766
993,0.0
994,0.0
995,0.478
996,0.802
997,0.44199999999999995
998,0.31599999999999995
999,0.0
1000,0.18999999999999995
1001,0.4059999999999999
1002,0.0
1003,0.838
1004,0.586
1005,0.532
1006,0.0
1007,0.0
1008,0.0
1009,0.6759999999999999
1010,0.766
1011,0.0
1012,0.6399999999999999
1013,0.6399999999999999
1014,0.15400000000000003
1015,0.0
1016,0.55
1017,0.6759999999999999
1018,0.838
1019,0.0
1020,0.5680000000000001
1021,0.15400000000000003
1022,0.874
1023,0.0
1024,0.33399999999999996
1025,0.0
1026,0.15400000000000003
1027,0.478
1028,0.874
1029,0.0
1030,0.22599999999999998
1031,0.0
1032,0.802
1033,0.0
1034,0.838
1035,0.0
1036,0.0
1037,0.838
1038,0.856
1039,0.694
1040,0.18999999999999995
1041,0.0
1042,0.0
1043,0.22599999999999998
1044,0.694
1045,0.118
1046,0.766
1047,0.874
1048,0.6399999999999999
1049,0.118
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.802
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.2799999999999999
1060,0.55
1061,0.0
1062,0.2799999999999999
1063,0.73
1064,0.0
1065,0.0
1066,0.694
1067,0.622
1068,0.82
1069,0.856
1070,0.244
1071,0.0
1072,0.0
1073,0.4959999999999999
1074,0.802
1075,0.0
1076,0.0
1077,0.748
1078,0.874
1079,0.0
1080,0.82
1081,0.604
1082,0.37
1083,0.0
1084,0.82
1085,0.0
1086,0.0
1087,0.17199999999999993
1088,0.73
1089,0.0
1090,0.244
1091,0.0
1092,0.15400000000000003
1093,0.0
1094,0.3879999999999999
1095,0.514
1096,0.2799999999999999
1097,0.09999999999999998
1098,0.0
1099,0.0
1100,0.5680000000000001
1101,0.0
1102,0.73
1103,0.20799999999999996
1104,0.244
1105,0.0
1106,0.0
1107,0.5680000000000001
1108,0.0
1109,0.856
1110,0.45999999999999996
1111,0.37
1112,0.0
1113,0.874
1114,0.0
1115,0.0
1116,0.18999999999999995
1117,0.6759999999999999
1118,0.0
1119,0.0
1120,0.6399999999999999
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.712
1126,0.514
1127,0.0
1128,0.0
1129,0.29799999999999993
1130,0.0
1131,0.45999999999999996
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.532
1137,0.6579999999999999
1138,0.766
1139,0.0
1140,0.6399999999999999
1141,0.0
1142,0.82
1143,0.0
1144,0.856
1145,0.0
1146,0.838
1147,0.73
1148,0.0
1149,0.0
1150,0.31599999999999995
1151,0.838
1152,0.22599999999999998
1153,0.0
1154,0.0
1155,0.0
1156,0.838
1157,0.0
1158,0.802
1159,0.802
1160,0.604
1161,0.0
1162,0.0
1163,0.33399999999999996
1164,0.17199999999999993
1165,0.45999999999999996
1166,0.0
1167,0.0
1168,0.0
1169,0.838
1170,0.0
1171,0.0
1172,0.0
1173,0.712
1174,0.6579999999999999
1175,0.31599999999999995
1176,0.44199999999999995
1177,0.0
1178,0.694
1179,0.748
1180,0.0
1181,0.748
1182,0.0
1183,0.694
1184,0.17199999999999993
1185,0.0
1186,0.82
1187,0.0
1188,0.55
1189,0.0
1190,0.0
1191,0.0
1192,0.478
1193,0.586
1194,0.0
1195,0.0
1196,0.0
1197,0.802
1198,0.6399999999999999
1199,0.874
1200,0.0
1201,0.0
1202,0.44199999999999995
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.15400000000000003
1209,0.748
1210,0.0
1211,0.82
1212,0.0
1213,0.0
1214,0.29799999999999993
1215,0.0
1216,0.6579999999999999
1217,0.766
1218,0.0
1219,0.802
1220,0.802
1221,0.73
1222,0.856
1223,0.856
1224,0.0
1225,0.82
1226,0.09999999999999998
1227,0.0
1228,0.0
1229,0.73
1230,0.478
1231,0.82
1232,0.22599999999999998
1233,0.802
1234,0.0
1235,0.748
1236,0.874
1237,0.4059999999999999
1238,0.0
1239,0.6579999999999999
1240,0.6579999999999999
1241,0.37
1242,0.09999999999999998
1243,0.802
1244,0.4059999999999999
1245,0.0
1246,0.838
1247,0.55
1248,0.15400000000000003
1249,0.0
1250,0.17199999999999993
1251,0.0
1252,0.6579999999999999
1253,0.244
1254,0.0
1255,0.0
1256,0.748
1257,0.478
1258,0.0
1259,0.0
1260,0.802
1261,0.0
1262,0.694
1263,0.712
1264,0.262
1265,0.4959999999999999
1266,0.17199999999999993
1267,0.2799999999999999
1268,0.0
1269,0.0
1270,0.31599999999999995
1271,0.09999999999999998
1272,0.802
1273,0.0
1274,0.136
1275,0.6399999999999999
1276,0.0
1277,0.0
1278,0.0
1279,0.532
1280,0.874
1281,0.766
1282,0.766
1283,0.0
1284,0.0
1285,0.0
1286,0.532
1287,0.0
1288,0.694
1289,0.0
1290,0.0
1291,0.0
1292,0.838
1293,0.0
1294,0.856
1295,0.33399999999999996
1296,0.0
1297,0.0
1298,0.0
1299,0.766
1300,0.0
1301,0.0
1302,0.0
1303,0.874
1304,0.0
1305,0.17199999999999993
1306,0.0
1307,0.766
1308,0.622
1309,0.0
1310,0.31599999999999995
1311,0.0
1312,0.6399999999999999
1313,0.244
1314,0.0
1315,0.2799999999999999
1316,0.6759999999999999
1317,0.0
1318,0.45999999999999996
1319,0.802
1320,0.2799999999999999
1321,0.4959999999999999
1322,0.352
1323,0.0
1324,0.694
1325,0.0
1326,0.45999999999999996
1327,0.82
1328,0.0
1329,0.0
1330,0.20799999999999996
1331,0.712
1332,0.0
1333,0.5680000000000001
1334,0.0
1335,0.0
1336,0.0
1337,0.262
1338,0.532
1339,0.17199999999999993
1340,0.0
1341,0.6759999999999999
1342,0.18999999999999995
1343,0.0
1344,0.766
1345,0.874
1346,0.694
1347,0.0
1348,0.73
1349,0.0
1350,0.17199999999999993
1351,0.0
1352,0.82
1353,0.0
1354,0.2799999999999999
1355,0.73
1356,0.856
1357,0.31599999999999995
1358,0.0
1359,0.0
1360,0.0
1361,0.784
1362,0.712
1363,0.0
1364,0.0
1365,0.33399999999999996
1366,0.244
1367,0.0
1368,0.0
1369,0.622
1370,0.6399999999999999
1371,0.0
1372,0.0
1373,0.0
1374,0.6579999999999999
1375,0.0
1376,0.6399999999999999
1377,0.73
1378,0.6759999999999999
1379,0.0
1380,0.6399999999999999
1381,0.532
1382,0.532
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.82
1389,0.0
1390,0.622
1391,0.45999999999999996
1392,0.694
1393,0.802
1394,0.5680000000000001
1395,0.0
1396,0.244
1397,0.856
1398,0.514
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.5680000000000001
1404,0.0
1405,0.712
1406,0.0
1407,0.0
1408,0.748
1409,0.118
1410,0.6399999999999999
1411,0.0
1412,0.0
1413,0.0
1414,0.17199999999999993
1415,0.45999999999999996
1416,0.0
1417,0.514
1418,0.0
1419,0.838
1420,0.0
1421,0.0
1422,0.694
1423,0.73
1424,0.73
1425,0.586
1426,0.2799999999999999
1427,0.0
1428,0.874
1429,0.0
1430,0.0
1431,0.18999999999999995
1432,0.0
1433,0.15400000000000003
1434,0.0
1435,0.478
1436,0.694
1437,0.0
1438,0.0
1439,0.0
1440,0.55
1441,0.856
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.874
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.766
1454,0.0
1455,0.0
1456,0.18999999999999995
1457,0.766
1458,0.45999999999999996
1459,0.0
1460,0.856
1461,0.586
1462,0.532
1463,0.0
1464,0.0
1465,0.18999999999999995
1466,0.712
1467,0.0
1468,0.6759999999999999
1469,0.4959999999999999
1470,0.838
1471,0.0
1472,0.838
1473,0.622
1474,0.5680000000000001
1475,0.17199999999999993
1476,0.4059999999999999
1477,0.0
1478,0.0
1479,0.0
1480,0.874
1481,0.136
1482,0.0
1483,0.838
1484,0.766
1485,0.0
1486,0.802
1487,0.6579999999999999
1488,0.784
1489,0.0
1490,0.712
1491,0.0
1492,0.532
1493,0.874
1494,0.6579999999999999
1495,0.514
1496,0.748
1497,0.4059999999999999
1498,0.0
1499,0.0
1500,0.532
1501,0.0
1502,0.0
1503,0.5680000000000001
1504,0.712
1505,0.712
1506,0.748
1507,0.0
1508,0.0
1509,0.6399999999999999
1510,0.802
1511,0.766
1512,0.0
1513,0.0
1514,0.31599999999999995
1515,0.6399999999999999
1516,0.136
1517,0.0
1518,0.0
1519,0.0
1520,0.09999999999999998
1521,0.802
1522,0.31599999999999995
1523,0.0
1524,0.532
1525,0.5680000000000001
1526,0.802
1527,0.0
1528,0.42399999999999993
1529,0.694
1530,0.0
1531,0.0
1532,0.45999999999999996
1533,0.0
1534,0.0
1535,0.44199999999999995
1536,0.0
1537,0.802
1538,0.0
1539,0.4059999999999999
1540,0.856
1541,0.604
1542,0.0
1543,0.0
1544,0.748
1545,0.0
1546,0.0
1547,0.73
1548,0.0
1549,0.748
1550,0.09999999999999998
1551,0.0
1552,0.838
1553,0.0
1554,0.712
1555,0.874
1556,0.0
1557,0.6579999999999999
1558,0.6579999999999999
1559,0.0
1560,0.5680000000000001
1561,0.262
1562,0.532
1563,0.6759999999999999
1564,0.73
1565,0.42399999999999993
1566,0.0
1567,0.0
1568,0.766
1569,0.352
1570,0.0
1571,0.4959999999999999
1572,0.802
1573,0.0
1574,0.766
1575,0.2799999999999999
1576,0.874
1577,0.766
1578,0.0
1579,0.6399999999999999
1580,0.6579999999999999
1581,0.0
1582,0.4959999999999999
1583,0.0
1584,0.0
1585,0.262
1586,0.0
1587,0.0
1588,0.0
1589,0.838
1590,0.622
1591,0.622
1592,0.44199999999999995
1593,0.0
1594,0.0
1595,0.514
1596,0.802
1597,0.0
1598,0.4059999999999999
1599,0.604
1600,0.802
1601,0.244
1602,0.82
1603,0.262
1604,0.0
1605,0.694
1606,0.478
1607,0.0
1608,0.712
1609,0.0
1610,0.73
1611,0.37
1612,0.514
1613,0.0
1614,0.0
1615,0.0
1616,0.5680000000000001
1617,0.5680000000000001
1618,0.0
1619,0.118
1620,0.0
1621,0.262
1622,0.0
1623,0.352
1624,0.0
1625,0.244
1626,0.0
1627,0.838
1628,0.0
1629,0.82
1630,0.118
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.33399999999999996
1638,0.4059999999999999
1639,0.0
1640,0.0
1641,0.604
1642,0.0
1643,0.856
1644,0.42399999999999993
1645,0.3879999999999999
1646,0.0
1647,0.874
1648,0.0
1649,0.18999999999999995
1650,0.0
1651,0.802
1652,0.0
1653,0.784
1654,0.838
1655,0.0
1656,0.0
1657,0.0
1658,0.4059999999999999
1659,0.766
1660,0.622
1661,0.856
1662,0.0
1663,0.838
1664,0.0
1665,0.874
1666,0.42399999999999993
1667,0.0
1668,0.694
1669,0.6579999999999999
1670,0.0
1671,0.0
1672,0.0
1673,0.856
1674,0.856
1675,0.0
1676,0.4959999999999999
1677,0.3879999999999999
1678,0.82
1679,0.712
1680,0.0
1681,0.838
1682,0.802
1683,0.622
1684,0.6399999999999999
1685,0.0
1686,0.784
1687,0.0
1688,0.0
1689,0.17199999999999993
1690,0.0
1691,0.15400000000000003
1692,0.0
1693,0.856
1694,0.0
1695,0.0
1696,0.5680000000000001
1697,0.0
1698,0.856
1699,0.09999999999999998
1700,0.37
1701,0.0
1702,0.0
1703,0.352
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.55
1709,0.0
1710,0.0
1711,0.622
1712,0.6579999999999999
1713,0.73
1714,0.0
1715,0.244
1716,0.0
1717,0.0
1718,0.44199999999999995
1719,0.0
1720,0.532
1721,0.586
1722,0.0
1723,0.0
1724,0.352
1725,0.44199999999999995
1726,0.0
1727,0.82
1728,0.6759999999999999
1729,0.244
1730,0.0
1731,0.0
1732,0.82
1733,0.5680000000000001
1734,0.352
1735,0.856
1736,0.45999999999999996
1737,0.0
1738,0.784
1739,0.33399999999999996
1740,0.712
1741,0.0
1742,0.0
1743,0.4059999999999999
1744,0.0
1745,0.4059999999999999
1746,0.0
1747,0.0
1748,0.604
1749,0.0
1750,0.45999999999999996
1751,0.0
1752,0.838
1753,0.6579999999999999
1754,0.0
1755,0.0
1756,0.118
1757,0.532
1758,0.622
1759,0.712
1760,0.0
1761,0.42399999999999993
1762,0.4059999999999999
1763,0.5680000000000001
1764,0.712
1765,0.136
1766,0.82
1767,0.0
1768,0.604
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.838
1774,0.748
1775,0.838
1776,0.73
1777,0.0
1778,0.856
1779,0.29799999999999993
1780,0.784
1781,0.0
1782,0.874
1783,0.802
1784,0.22599999999999998
1785,0.0
1786,0.33399999999999996
1787,0.802
1788,0.262
1789,0.0
1790,0.45999999999999996
1791,0.55
1792,0.748
1793,0.586
1794,0.0
1795,0.42399999999999993
1796,0.22599999999999998
1797,0.09999999999999998
1798,0.6579999999999999
1799,0.0
1800,0.586
1801,0.09999999999999998
1802,0.694
1803,0.0
1804,0.17199999999999993
1805,0.838
1806,0.712
1807,0.29799999999999993
1808,0.0
1809,0.0
1810,0.0
1811,0.20799999999999996
1812,0.0
1813,0.44199999999999995
1814,0.0
1815,0.766
1816,0.0
1817,0.73
1818,0.856
1819,0.874
1820,0.136
1821,0.784
1822,0.0
1823,0.0
1824,0.766
1825,0.766
1826,0.73
1827,0.0
1828,0.874
1829,0.0
1830,0.0
1831,0.82
1832,0.0
1833,0.0
1834,0.0
1835,0.478
1836,0.82
1837,0.3879999999999999
1838,0.586
1839,0.0
1840,0.73
1841,0.604
1842,0.0
1843,0.0
1844,0.838
1845,0.766
1846,0.856
1847,0.0
1848,0.0
1849,0.0
1850,0.784
1851,0.0
1852,0.136
1853,0.514
1854,0.694
1855,0.802
1856,0.712
1857,0.0
1858,0.532
1859,0.838
1860,0.784
1861,0.4959999999999999
1862,0.748
1863,0.874
1864,0.4059999999999999
1865,0.6759999999999999
1866,0.802
1867,0.29799999999999993
1868,0.0
1869,0.3879999999999999
1870,0.82
1871,0.802
1872,0.0
1873,0.6759999999999999
1874,0.874
1875,0.802
1876,0.4959999999999999
1877,0.0
1878,0.55
1879,0.856
1880,0.766
1881,0.838
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.4059999999999999
1890,0.0
1891,0.3879999999999999
1892,0.712
1893,0.0
1894,0.6579999999999999
1895,0.6579999999999999
1896,0.0
1897,0.352
1898,0.856
1899,0.874
1900,0.6759999999999999
1901,0.0
1902,0.44199999999999995
1903,0.0
1904,0.0
1905,0.0
1906,0.802
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.136
1915,0.802
1916,0.0
1917,0.17199999999999993
1918,0.0
1919,0.0
1920,0.0
1921,0.55
1922,0.0
1923,0.6399999999999999
1924,0.0
1925,0.0
1926,0.0
1927,0.532
1928,0.712
1929,0.0
1930,0.0
1931,0.0
1932,0.478
1933,0.712
1934,0.838
1935,0.0
1936,0.802
1937,0.0
1938,0.6399999999999999
1939,0.37
1940,0.478
1941,0.0
1942,0.802
1943,0.0
1944,0.6579999999999999
1945,0.17199999999999993
1946,0.604
1947,0.0
1948,0.514
1949,0.478
1950,0.532
1951,0.0
1952,0.0
1953,0.82
1954,0.0
1955,0.0
1956,0.0
1957,0.748
1958,0.73
1959,0.0
1960,0.0
1961,0.42399999999999993
1962,0.118
